1.679734805922368790e-01,2.026081421368548519e-01
3.811406047218888760e-01,2.382217168467387625e-01
6.525790168867545704e-01,2.370762180072028824e-01
8.363066967587033940e-01,2.023167462184873311e-01
4.172196865946379840e-01,5.365883441376549934e-01
5.681689699879952649e-01,5.844907089235696906e-01
6.723528387354941183e-01,5.484515508603442502e-01
5.373928233693476830e-01,6.153418039215686752e-01
2.174727196478590807e-01,6.393024845138055579e-01
7.340212987595038374e-01,6.192778333733494067e-01
5.337970682673068845e-01,8.007359129251699903e-01
