1.688072259536541886e-01,1.985421963636364584e-01
3.571811296969696903e-01,2.360229076648840962e-01
6.416330906238859599e-01,2.302363197147951068e-01
8.369754010695186208e-01,1.881745591443850785e-01
3.662278000713011239e-01,5.533726026381463603e-01
4.972170906238859711e-01,5.841945120855612794e-01
6.296348018538323599e-01,5.570351800356505567e-01
5.041060871301247248e-01,6.559323699108734473e-01
2.595538709447415826e-01,6.312835217112298114e-01
7.926193853832441683e-01,6.247852948306595877e-01
5.080258418538323717e-01,8.164225985026738464e-01
