1.871817755409520556e-01,1.871109703478120723e-01
3.901515964310519058e-01,2.005177356200247285e-01
6.279602394400810583e-01,1.929255336218411998e-01
8.183319990169364289e-01,1.675149930437571100e-01
4.109688019233850853e-01,5.185857200192337535e-01
5.495950655340063884e-01,5.772012482342256945e-01
6.626494280066251852e-01,5.026221798792540607e-01
5.073212221616710815e-01,6.357857150611744279e-01
2.222753010418337116e-01,6.161441345514772072e-01
7.239210673505371840e-01,6.246860272052144891e-01
4.893544727894427182e-01,8.356901831703800188e-01
