1.948522780748663252e-01,1.693566554961378201e-01
3.460438093879975585e-01,1.846200128342244950e-01
6.152342284016636409e-01,2.227452197266784062e-01
8.067097098039214265e-01,2.196024660724895383e-01
3.212491978609625654e-01,4.535561202614379894e-01
4.131428316102198073e-01,5.246331132501484973e-01
5.321592318478906014e-01,4.884859816993465942e-01
3.978078003565062026e-01,6.058360698752226492e-01
2.677434105763518146e-01,6.470643831253714007e-01
6.188547118241236600e-01,7.276060824717766051e-01
3.878694787878788075e-01,8.329195921568628425e-01
