1.682580275429234606e-01,1.879303363114869785e-01
3.504590724950531477e-01,2.140868414542982101e-01
6.350471421958385765e-01,2.152232663428673698e-01
8.372295062501248220e-01,1.962974689452539612e-01
3.428193511382943148e-01,5.308094509723970678e-01
4.589417514101255535e-01,5.710013588695008746e-01
5.954609101077330546e-01,5.393748084827406641e-01
4.691658288661029186e-01,6.774670355259738708e-01
1.947292053007135537e-01,6.265319909975815005e-01
7.839017195578742436e-01,6.652204101936797231e-01
4.691103051468090701e-01,8.162710552417499210e-01
