2.004528077248989848e-01,1.672698602029756842e-01
3.851639184156073759e-01,1.925473188688540116e-01
6.554978954379740985e-01,1.912176474529510561e-01
7.996631010739975176e-01,1.698951050152724962e-01
4.544341837816532337e-01,5.443554941767662081e-01
5.566296763819095217e-01,5.954876361414916941e-01
6.538721731007981486e-01,5.524237696718887758e-01
5.531351817913096047e-01,6.943572727953495338e-01
3.067717088974282746e-01,7.277686200413833184e-01
6.497175824219135754e-01,7.334001004236873067e-01
5.217311177061778604e-01,8.330487701251355626e-01
