1.680482374030277393e-01,2.431990976274761018e-01
3.631726701313046091e-01,2.541985186613442416e-01
6.488929223569581684e-01,2.235048751374557885e-01
8.364002949260626041e-01,2.019203583138760305e-01
4.081105493108383997e-01,5.610478762371019501e-01
5.239054763174412210e-01,5.715047939946271693e-01
6.302286231327358657e-01,5.585952238608119513e-01
5.218728706384475613e-01,7.189342678416307253e-01
3.739801261931661180e-01,7.358689246064624712e-01
7.006588834626297224e-01,7.205318181316059389e-01
5.245078433983580979e-01,8.024057457156487105e-01
