1.671366499526708294e-01,1.975035880459770354e-01
3.623851555194951279e-01,2.188835079558260344e-01
6.501890746360153850e-01,2.201316963353617540e-01
8.350937031688078216e-01,2.124163467568177810e-01
4.026461883975658851e-01,5.335969100563442424e-01
5.154976581293666538e-01,5.570685432499437040e-01
6.192105821410863742e-01,5.301932097543387012e-01
5.149377052963712842e-01,6.741325463511381733e-01
3.489896754022989156e-01,7.764097817444221006e-01
7.321786844805049377e-01,7.727581935902637644e-01
5.404481785711064967e-01,8.074659777687626105e-01
