1.681075823313941120e-01,2.467541195432019219e-01
3.532854112475759534e-01,2.586252879982762765e-01
6.350800782589960392e-01,2.941474089204914044e-01
8.343978335703512439e-01,3.173904327515621460e-01
3.708899482008187753e-01,4.748832324068089084e-01
4.250480582633053284e-01,4.921042933850462431e-01
5.034789950441714845e-01,5.015879377720319221e-01
3.901281137685844169e-01,5.814472784313725606e-01
2.189946015082954167e-01,7.331580083602671216e-01
5.975377803059686022e-01,7.487800098254686620e-01
3.613101810816632953e-01,7.576968908424908111e-01
