2.281666315055518313e-01,1.676535028676218730e-01
3.778981193075791056e-01,2.070078773471979161e-01
5.957707278640954618e-01,2.363413863410111782e-01
7.927254635955101048e-01,2.562026229450054537e-01
2.484113042419844319e-01,4.782988461318339324e-01
3.442771945589746529e-01,5.480109782641111593e-01
4.848754878342703689e-01,5.290134485057332858e-01
3.525832000161215340e-01,6.104281715817261311e-01
2.111868169518166805e-01,5.645000103339177233e-01
6.868417845595793381e-01,6.855638935171192161e-01
3.225613402817242292e-01,8.361930987163209705e-01
