1.748245814183615465e-01,2.661235075682609752e-01
3.580623258200474890e-01,2.670792315191496957e-01
6.690736624518963671e-01,2.435321103903243800e-01
8.392831132123882432e-01,2.117382239325637516e-01
4.488962017225581747e-01,5.586352343045630775e-01
5.348431750778819271e-01,5.816505772402420504e-01
6.225486155763237939e-01,5.493474210738499286e-01
5.491194839655488824e-01,7.013033259299983335e-01
3.246218484881804311e-01,7.297159482499541161e-01
7.461238078064871271e-01,6.979217521715227468e-01
5.581341836173722148e-01,7.985806613157413469e-01
