1.702200084464555452e-01,2.117953351432881048e-01
3.676111638009049165e-01,2.034881544494722416e-01
6.436822684766215774e-01,1.948907631975865529e-01
8.368975348416288762e-01,1.982097182503770594e-01
4.722387692307694063e-01,5.236515812971341832e-01
5.828431348416289737e-01,5.590590358974357743e-01
6.664487577677224994e-01,5.211142177978883572e-01
5.772400651583710074e-01,6.932610895927600048e-01
2.756486371040723915e-01,7.056244802413274009e-01
7.652422274509804723e-01,6.832464989441930925e-01
5.774142745098040930e-01,8.117695420814480256e-01
