1.735431101815541333e-01,2.667391498039216047e-01
3.715162352941177026e-01,2.664322918809006735e-01
6.455695188961508846e-01,2.293484256209150363e-01
8.413714516775600005e-01,1.796465071314451989e-01
4.292406323311547256e-01,5.453293037037038049e-01
5.298403109368190478e-01,5.823669895715325451e-01
6.126302350036310074e-01,5.285130596949892956e-01
5.554725628467682697e-01,6.394738038053738860e-01
3.217555390559185824e-01,6.678239465504721695e-01
8.303351410893247131e-01,6.107019768191720432e-01
5.812515062890342143e-01,8.244093341466957048e-01
