1.781646825955124358e-01,3.103126639983828650e-01
3.517830494441075984e-01,2.915609098039215752e-01
6.432465685061653504e-01,2.211969630078835791e-01
8.096237318779057057e-01,1.683432920153626888e-01
4.767472320194057200e-01,6.140982335961189253e-01
5.905031581160300469e-01,6.304094803315140050e-01
6.722195793814431664e-01,5.641639044269253223e-01
6.036535733171619622e-01,7.401605614715989212e-01
3.988803376591874561e-01,7.800946623003841562e-01
8.248769073782091787e-01,6.698515146957753075e-01
6.367949286436225265e-01,8.331568954113602876e-01
