1.743103442265795944e-01,2.075419836007130481e-01
3.173708105367399335e-01,1.973374960586253279e-01
6.546020189344424756e-01,2.049248918993859803e-01
8.360298121608237265e-01,2.126895762329174544e-01
3.030187275103980449e-01,5.056478028916616685e-01
3.598999399485046657e-01,5.321341946524061894e-01
4.460787577738165588e-01,5.213412265399088863e-01
3.679271447019212271e-01,7.004327624480093384e-01
2.411393546444840774e-01,7.443321940978411266e-01
6.112505763517527280e-01,7.387495992077637297e-01
3.687321985343631758e-01,8.058783968310553325e-01
