1.691584841004471484e-01,2.062815416580666972e-01
3.863245997660821884e-01,2.263996790092879241e-01
6.472053106570345715e-01,2.532938501547988275e-01
8.382031221740626759e-01,2.707203962848297452e-01
4.490784689095285720e-01,5.276247041761266132e-01
5.722915524733400705e-01,5.936832858617130393e-01
6.774511708290333889e-01,5.469912882284142519e-01
5.400013839146886596e-01,7.249299893498452052e-01
2.748528016511866401e-01,7.235997263433091575e-01
7.161803796078433093e-01,7.867389005847952310e-01
5.336570857103543064e-01,7.979138826831786435e-01
