,img,mask,subsetid
0,data_samples/portrait_segmentation_samples_real/images/000000.jpg,data_samples/portrait_segmentation_samples_real/masks/000000_mask.jpg,0
1,data_samples/portrait_segmentation_samples_real/images/000001.jpg,data_samples/portrait_segmentation_samples_real/masks/000001_mask.jpg,0
2,data_samples/portrait_segmentation_samples_real/images/000002.jpg,data_samples/portrait_segmentation_samples_real/masks/000002_mask.jpg,0
3,data_samples/portrait_segmentation_samples_real/images/000003.jpg,data_samples/portrait_segmentation_samples_real/masks/000003_mask.jpg,0
4,data_samples/portrait_segmentation_samples_real/images/000004.jpg,data_samples/portrait_segmentation_samples_real/masks/000004_mask.jpg,0
5,data_samples/portrait_segmentation_samples_real/images/000005.jpg,data_samples/portrait_segmentation_samples_real/masks/000005_mask.jpg,0
6,data_samples/portrait_segmentation_samples_real/images/000006.jpg,data_samples/portrait_segmentation_samples_real/masks/000006_mask.jpg,0
7,data_samples/portrait_segmentation_samples_real/images/000007.jpg,data_samples/portrait_segmentation_samples_real/masks/000007_mask.jpg,0
8,data_samples/portrait_segmentation_samples_real/images/000008.jpg,data_samples/portrait_segmentation_samples_real/masks/000008_mask.jpg,0
9,data_samples/portrait_segmentation_samples_real/images/000009.jpg,data_samples/portrait_segmentation_samples_real/masks/000009_mask.jpg,0
10,data_samples/portrait_segmentation_samples_real/images/000010.jpg,data_samples/portrait_segmentation_samples_real/masks/000010_mask.jpg,0
11,data_samples/portrait_segmentation_samples_real/images/000011.jpg,data_samples/portrait_segmentation_samples_real/masks/000011_mask.jpg,0
12,data_samples/portrait_segmentation_samples_real/images/000012.jpg,data_samples/portrait_segmentation_samples_real/masks/000012_mask.jpg,0
13,data_samples/portrait_segmentation_samples_real/images/000013.jpg,data_samples/portrait_segmentation_samples_real/masks/000013_mask.jpg,0
14,data_samples/portrait_segmentation_samples_real/images/000014.jpg,data_samples/portrait_segmentation_samples_real/masks/000014_mask.jpg,0
15,data_samples/portrait_segmentation_samples_real/images/000015.jpg,data_samples/portrait_segmentation_samples_real/masks/000015_mask.jpg,0
16,data_samples/portrait_segmentation_samples_real/images/000016.jpg,data_samples/portrait_segmentation_samples_real/masks/000016_mask.jpg,0
17,data_samples/portrait_segmentation_samples_real/images/000017.jpg,data_samples/portrait_segmentation_samples_real/masks/000017_mask.jpg,0
18,data_samples/portrait_segmentation_samples_real/images/000018.jpg,data_samples/portrait_segmentation_samples_real/masks/000018_mask.jpg,0
19,data_samples/portrait_segmentation_samples_real/images/000019.jpg,data_samples/portrait_segmentation_samples_real/masks/000019_mask.jpg,0
20,data_samples/portrait_segmentation_samples_real/images/000020.jpg,data_samples/portrait_segmentation_samples_real/masks/000020_mask.jpg,0
21,data_samples/portrait_segmentation_samples_real/images/000021.jpg,data_samples/portrait_segmentation_samples_real/masks/000021_mask.jpg,0
22,data_samples/portrait_segmentation_samples_real/images/000022.jpg,data_samples/portrait_segmentation_samples_real/masks/000022_mask.jpg,0
23,data_samples/portrait_segmentation_samples_real/images/000023.jpg,data_samples/portrait_segmentation_samples_real/masks/000023_mask.jpg,0
24,data_samples/portrait_segmentation_samples_real/images/000024.jpg,data_samples/portrait_segmentation_samples_real/masks/000024_mask.jpg,0
25,data_samples/portrait_segmentation_samples_real/images/000025.jpg,data_samples/portrait_segmentation_samples_real/masks/000025_mask.jpg,0
26,data_samples/portrait_segmentation_samples_real/images/000026.jpg,data_samples/portrait_segmentation_samples_real/masks/000026_mask.jpg,0
27,data_samples/portrait_segmentation_samples_real/images/000027.jpg,data_samples/portrait_segmentation_samples_real/masks/000027_mask.jpg,0
28,data_samples/portrait_segmentation_samples_real/images/000028.jpg,data_samples/portrait_segmentation_samples_real/masks/000028_mask.jpg,0
29,data_samples/portrait_segmentation_samples_real/images/000029.jpg,data_samples/portrait_segmentation_samples_real/masks/000029_mask.jpg,0
30,data_samples/portrait_segmentation_samples_real/images/000030.jpg,data_samples/portrait_segmentation_samples_real/masks/000030_mask.jpg,0
31,data_samples/portrait_segmentation_samples_real/images/000031.jpg,data_samples/portrait_segmentation_samples_real/masks/000031_mask.jpg,0
32,data_samples/portrait_segmentation_samples_real/images/000032.jpg,data_samples/portrait_segmentation_samples_real/masks/000032_mask.jpg,0
33,data_samples/portrait_segmentation_samples_real/images/000033.jpg,data_samples/portrait_segmentation_samples_real/masks/000033_mask.jpg,0
34,data_samples/portrait_segmentation_samples_real/images/000034.jpg,data_samples/portrait_segmentation_samples_real/masks/000034_mask.jpg,0
35,data_samples/portrait_segmentation_samples_real/images/000035.jpg,data_samples/portrait_segmentation_samples_real/masks/000035_mask.jpg,0
36,data_samples/portrait_segmentation_samples_real/images/000036.jpg,data_samples/portrait_segmentation_samples_real/masks/000036_mask.jpg,0
37,data_samples/portrait_segmentation_samples_real/images/000037.jpg,data_samples/portrait_segmentation_samples_real/masks/000037_mask.jpg,0
38,data_samples/portrait_segmentation_samples_real/images/000038.jpg,data_samples/portrait_segmentation_samples_real/masks/000038_mask.jpg,0
39,data_samples/portrait_segmentation_samples_real/images/000039.jpg,data_samples/portrait_segmentation_samples_real/masks/000039_mask.jpg,0
40,data_samples/portrait_segmentation_samples_real/images/000040.jpg,data_samples/portrait_segmentation_samples_real/masks/000040_mask.jpg,0
41,data_samples/portrait_segmentation_samples_real/images/000041.jpg,data_samples/portrait_segmentation_samples_real/masks/000041_mask.jpg,0
42,data_samples/portrait_segmentation_samples_real/images/000042.jpg,data_samples/portrait_segmentation_samples_real/masks/000042_mask.jpg,0
43,data_samples/portrait_segmentation_samples_real/images/000043.jpg,data_samples/portrait_segmentation_samples_real/masks/000043_mask.jpg,0
44,data_samples/portrait_segmentation_samples_real/images/000044.jpg,data_samples/portrait_segmentation_samples_real/masks/000044_mask.jpg,0
45,data_samples/portrait_segmentation_samples_real/images/000045.jpg,data_samples/portrait_segmentation_samples_real/masks/000045_mask.jpg,0
46,data_samples/portrait_segmentation_samples_real/images/000046.jpg,data_samples/portrait_segmentation_samples_real/masks/000046_mask.jpg,0
47,data_samples/portrait_segmentation_samples_real/images/000047.jpg,data_samples/portrait_segmentation_samples_real/masks/000047_mask.jpg,0
48,data_samples/portrait_segmentation_samples_real/images/000048.jpg,data_samples/portrait_segmentation_samples_real/masks/000048_mask.jpg,0
49,data_samples/portrait_segmentation_samples_real/images/000049.jpg,data_samples/portrait_segmentation_samples_real/masks/000049_mask.jpg,0
50,data_samples/portrait_segmentation_samples_real/images/000050.jpg,data_samples/portrait_segmentation_samples_real/masks/000050_mask.jpg,0
51,data_samples/portrait_segmentation_samples_real/images/000051.jpg,data_samples/portrait_segmentation_samples_real/masks/000051_mask.jpg,0
52,data_samples/portrait_segmentation_samples_real/images/000052.jpg,data_samples/portrait_segmentation_samples_real/masks/000052_mask.jpg,0
53,data_samples/portrait_segmentation_samples_real/images/000053.jpg,data_samples/portrait_segmentation_samples_real/masks/000053_mask.jpg,0
54,data_samples/portrait_segmentation_samples_real/images/000054.jpg,data_samples/portrait_segmentation_samples_real/masks/000054_mask.jpg,0
55,data_samples/portrait_segmentation_samples_real/images/000055.jpg,data_samples/portrait_segmentation_samples_real/masks/000055_mask.jpg,0
56,data_samples/portrait_segmentation_samples_real/images/000056.jpg,data_samples/portrait_segmentation_samples_real/masks/000056_mask.jpg,0
57,data_samples/portrait_segmentation_samples_real/images/000057.jpg,data_samples/portrait_segmentation_samples_real/masks/000057_mask.jpg,0
58,data_samples/portrait_segmentation_samples_real/images/000058.jpg,data_samples/portrait_segmentation_samples_real/masks/000058_mask.jpg,0
59,data_samples/portrait_segmentation_samples_real/images/000059.jpg,data_samples/portrait_segmentation_samples_real/masks/000059_mask.jpg,0
60,data_samples/portrait_segmentation_samples_real/images/000060.jpg,data_samples/portrait_segmentation_samples_real/masks/000060_mask.jpg,0
61,data_samples/portrait_segmentation_samples_real/images/000061.jpg,data_samples/portrait_segmentation_samples_real/masks/000061_mask.jpg,0
62,data_samples/portrait_segmentation_samples_real/images/000062.jpg,data_samples/portrait_segmentation_samples_real/masks/000062_mask.jpg,0
63,data_samples/portrait_segmentation_samples_real/images/000063.jpg,data_samples/portrait_segmentation_samples_real/masks/000063_mask.jpg,0
64,data_samples/portrait_segmentation_samples_real/images/000064.jpg,data_samples/portrait_segmentation_samples_real/masks/000064_mask.jpg,0
65,data_samples/portrait_segmentation_samples_real/images/000065.jpg,data_samples/portrait_segmentation_samples_real/masks/000065_mask.jpg,0
66,data_samples/portrait_segmentation_samples_real/images/000066.jpg,data_samples/portrait_segmentation_samples_real/masks/000066_mask.jpg,0
67,data_samples/portrait_segmentation_samples_real/images/000067.jpg,data_samples/portrait_segmentation_samples_real/masks/000067_mask.jpg,0
68,data_samples/portrait_segmentation_samples_real/images/000068.jpg,data_samples/portrait_segmentation_samples_real/masks/000068_mask.jpg,0
69,data_samples/portrait_segmentation_samples_real/images/000069.jpg,data_samples/portrait_segmentation_samples_real/masks/000069_mask.jpg,0
70,data_samples/portrait_segmentation_samples_real/images/000070.jpg,data_samples/portrait_segmentation_samples_real/masks/000070_mask.jpg,0
71,data_samples/portrait_segmentation_samples_real/images/000071.jpg,data_samples/portrait_segmentation_samples_real/masks/000071_mask.jpg,0
72,data_samples/portrait_segmentation_samples_real/images/000072.jpg,data_samples/portrait_segmentation_samples_real/masks/000072_mask.jpg,0
73,data_samples/portrait_segmentation_samples_real/images/000073.jpg,data_samples/portrait_segmentation_samples_real/masks/000073_mask.jpg,0
74,data_samples/portrait_segmentation_samples_real/images/000074.jpg,data_samples/portrait_segmentation_samples_real/masks/000074_mask.jpg,0
75,data_samples/portrait_segmentation_samples_real/images/000075.jpg,data_samples/portrait_segmentation_samples_real/masks/000075_mask.jpg,0
76,data_samples/portrait_segmentation_samples_real/images/000076.jpg,data_samples/portrait_segmentation_samples_real/masks/000076_mask.jpg,0
77,data_samples/portrait_segmentation_samples_real/images/000077.jpg,data_samples/portrait_segmentation_samples_real/masks/000077_mask.jpg,0
78,data_samples/portrait_segmentation_samples_real/images/000078.jpg,data_samples/portrait_segmentation_samples_real/masks/000078_mask.jpg,0
79,data_samples/portrait_segmentation_samples_real/images/000079.jpg,data_samples/portrait_segmentation_samples_real/masks/000079_mask.jpg,0
80,data_samples/portrait_segmentation_samples_real/images/000080.jpg,data_samples/portrait_segmentation_samples_real/masks/000080_mask.jpg,0
81,data_samples/portrait_segmentation_samples_real/images/000081.jpg,data_samples/portrait_segmentation_samples_real/masks/000081_mask.jpg,0
82,data_samples/portrait_segmentation_samples_real/images/000082.jpg,data_samples/portrait_segmentation_samples_real/masks/000082_mask.jpg,0
83,data_samples/portrait_segmentation_samples_real/images/000083.jpg,data_samples/portrait_segmentation_samples_real/masks/000083_mask.jpg,0
84,data_samples/portrait_segmentation_samples_real/images/000084.jpg,data_samples/portrait_segmentation_samples_real/masks/000084_mask.jpg,0
85,data_samples/portrait_segmentation_samples_real/images/000085.jpg,data_samples/portrait_segmentation_samples_real/masks/000085_mask.jpg,0
86,data_samples/portrait_segmentation_samples_real/images/000086.jpg,data_samples/portrait_segmentation_samples_real/masks/000086_mask.jpg,0
87,data_samples/portrait_segmentation_samples_real/images/000087.jpg,data_samples/portrait_segmentation_samples_real/masks/000087_mask.jpg,0
88,data_samples/portrait_segmentation_samples_real/images/000088.jpg,data_samples/portrait_segmentation_samples_real/masks/000088_mask.jpg,0
89,data_samples/portrait_segmentation_samples_real/images/000089.jpg,data_samples/portrait_segmentation_samples_real/masks/000089_mask.jpg,0
90,data_samples/portrait_segmentation_samples_real/images/000090.jpg,data_samples/portrait_segmentation_samples_real/masks/000090_mask.jpg,0
91,data_samples/portrait_segmentation_samples_real/images/000091.jpg,data_samples/portrait_segmentation_samples_real/masks/000091_mask.jpg,0
92,data_samples/portrait_segmentation_samples_real/images/000092.jpg,data_samples/portrait_segmentation_samples_real/masks/000092_mask.jpg,0
93,data_samples/portrait_segmentation_samples_real/images/000093.jpg,data_samples/portrait_segmentation_samples_real/masks/000093_mask.jpg,0
94,data_samples/portrait_segmentation_samples_real/images/000094.jpg,data_samples/portrait_segmentation_samples_real/masks/000094_mask.jpg,0
95,data_samples/portrait_segmentation_samples_real/images/000095.jpg,data_samples/portrait_segmentation_samples_real/masks/000095_mask.jpg,0
96,data_samples/portrait_segmentation_samples_real/images/000096.jpg,data_samples/portrait_segmentation_samples_real/masks/000096_mask.jpg,0
97,data_samples/portrait_segmentation_samples_real/images/000097.jpg,data_samples/portrait_segmentation_samples_real/masks/000097_mask.jpg,0
98,data_samples/portrait_segmentation_samples_real/images/000098.jpg,data_samples/portrait_segmentation_samples_real/masks/000098_mask.jpg,0
99,data_samples/portrait_segmentation_samples_real/images/000099.jpg,data_samples/portrait_segmentation_samples_real/masks/000099_mask.jpg,0
100,data_samples/portrait_segmentation_samples_real/images/000100.jpg,data_samples/portrait_segmentation_samples_real/masks/000100_mask.jpg,0
101,data_samples/portrait_segmentation_samples_real/images/000101.jpg,data_samples/portrait_segmentation_samples_real/masks/000101_mask.jpg,0
102,data_samples/portrait_segmentation_samples_real/images/000102.jpg,data_samples/portrait_segmentation_samples_real/masks/000102_mask.jpg,0
103,data_samples/portrait_segmentation_samples_real/images/000103.jpg,data_samples/portrait_segmentation_samples_real/masks/000103_mask.jpg,0
104,data_samples/portrait_segmentation_samples_real/images/000104.jpg,data_samples/portrait_segmentation_samples_real/masks/000104_mask.jpg,0
105,data_samples/portrait_segmentation_samples_real/images/000105.jpg,data_samples/portrait_segmentation_samples_real/masks/000105_mask.jpg,0
106,data_samples/portrait_segmentation_samples_real/images/000106.jpg,data_samples/portrait_segmentation_samples_real/masks/000106_mask.jpg,0
107,data_samples/portrait_segmentation_samples_real/images/000107.jpg,data_samples/portrait_segmentation_samples_real/masks/000107_mask.jpg,0
108,data_samples/portrait_segmentation_samples_real/images/000108.jpg,data_samples/portrait_segmentation_samples_real/masks/000108_mask.jpg,0
109,data_samples/portrait_segmentation_samples_real/images/000109.jpg,data_samples/portrait_segmentation_samples_real/masks/000109_mask.jpg,0
110,data_samples/portrait_segmentation_samples_real/images/000110.jpg,data_samples/portrait_segmentation_samples_real/masks/000110_mask.jpg,0
